Dimension;Transcription
Creative Conflict;if you envisioned some sort of[inaudible] package then there'd be sort of this thing you knowthey'd drop a leftÇ-turn signal in there, and a straight signal
Creative Conflict;if you have a light dictating left, it's always goingto be a left turn and straight and more often
Creative Conflict;so this is the left turnlane
Creative Conflict;, i'm not sure
Creative Conflict;. and so you find this flow which islike,
Creative Conflict;actually i [inaudible] should either.
Creative Conflict;actually it doesn't require them to save it actually.so theoretically it's all good memory.
Creative Conflict;and so can you hit
Creative Conflict;and so instead of going from intersection
Creative Conflict;and so this guy has this loop, this do sim loop,and these are kind of the drivers of the system
Creative Conflict;and so we think about, termination of, do we get flow out of thissystem, do we think about
Creative Conflict;basically this needs tomodel a set of use cases.
Creative Conflict;but at
Creative Conflict;but do we really want to stopthe number of cars it keeps queuing up
Creative Conflict;but i don't know
Creative Conflict;but i'm
Creative Conflict;but lengthis
Creative Conflict;but then do you have to specifyoutput points?
Creative Conflict;but then this
Creative Conflict;but we may need to trackÇ-we may need toset up outputs you know
Creative Conflict;but what would the outputs necessarily be of that
Creative Conflict;but, i think
Creative Conflict;butthen there's
Creative Conflict;butthis can be dictated
Creative Conflict;do the roads delegate this, or do the intersections delegate all thecommunication
Creative Conflict;does it run on a clock or does
Creative Conflict;i don't [inaudible] into it.
Creative Conflict;i don't think we need to make assumption of lanes, period
Creative Conflict;if it blocks, the queue tells it hey i'mfull, that thread has to stop you know and then it's got to pull it tomake it go again
Creative Conflict;if some carhere is wanting to go straight and this is backed up, they cannot
Creative Conflict;if the queue is empty on the road, don't trigger it green
Creative Conflict;if theres a one way road, so basically there's only one endpoint on this road
Creative Conflict;if theres no traffic
Creative Conflict;if there's no traffic, neverturn it green.
Creative Conflict;if this road fills up, it's going to have to know i'm full, i can'taccept anymore traffic coming down my way.
Creative Conflict;if we just say has the car,and then the rules come in here whether it's sensored or nonsensored.
Creative Conflict;if we make the assumption that we're not going to have so a twolaneroad that turns into a oneÇ-lane road, i think we're fineÇ-
Creative Conflict;if we think about, you know,somebody is going to say start feeding cars in here, and then thisguy has to say hey i'm full, stop
Creative Conflict;if you have one lane, you don't really run intoreality
Creative Conflict;if you're going to get back up here youcould potentially back it up into the next intersection dependingon this length here which is going to
Creative Conflict;if you'renot, if you don't want a sensor, they said they can have withoutsensors, then it's completely time based.
Creative Conflict;if youthink of this as kind of an encapsulated entity then it's not goingto know about this.
Creative Conflict;ifyou have a full lane everywhere in the intersection so everythingfits they're two lanes at that point.
Creative Conflict;i'm not sure
Creative Conflict;i'm still wondering about the leftÇ-turn lane.
Creative Conflict;is it a push or a pull model with the intersections
Creative Conflict;it think so. yeah, i Creative Conflict.
Creative Conflict;it's getting down to push or pull
Creative Conflict;it's just a green but
Creative Conflict;mean if you think of, you know desktop or
Creative Conflict;one signal perdirection at each intersection. could be
Creative Conflict;or do we just assume that anything doesn'thaveÇ-
Creative Conflict;or intersection is going tohave to say something. okay, cars can come, and then the roadsare going to have to
Creative Conflict;or is thatÇ-
Creative Conflict;or is this thetime between state changes
Creative Conflict;or, i'mgoing to have a left
Creative Conflict;other option is to make it a full two second lane
Creative Conflict;put them in, or pull them out
Creative Conflict;sense to me or just basically
Creative Conflict;so a lane has a signal, you know just kind of abstract.
Creative Conflict;so basically each entry into the intersection there's going to be nnumber of signals
Creative Conflict;so basically intersection is going to say to this road, you know r1,r2, r3, r4
Creative Conflict;so basically leftor straight depending on the car.
Creative Conflict;so basically there would be a queue
Creative Conflict;so basically we need an option to say
Creative Conflict;so each road is going
Creative Conflict;so how are these signals
Creative Conflict;so howÇ-what is the behavior of the inputs andwould there be any requirements on that?
Creative Conflict;so i have a leftÇ-turn lane
Creative Conflict;so i mean at that
Creative Conflict;so i think
Creative Conflict;so i think one of the things we'recoming out is the roadÇ-i don't know if it has lanes so much as ithas, you know left, straight, right
